1,1.37,1.6,6.758,0.892,0.253,1.626
1.25,1.45,2.16,7.092,0.745,"0.044   		",1.346
1.25,1.56,1.9,7.276,0.549,0.094,0.625
2.5,1.31,2.2,8.337,0.556,0.479,0.454
1.333333333,1.66,1.66,6.767,0.666,0.046,1.668
1.666666667,1.61,1.55,7.434,0.001,0.048,1.936
0.333333333,1.84,1.36,6.561,0.187,0.058,2.385
